Timestamp,Source_IP,Destination_IP,Source_Port,Destination_Port,Protocol,Packet_Length,TCP_Flags
2026-06-13 17:53:39.139072,192.168.1.107,192.168.1.107,86,59986,TCP,44,RA
2026-06-13 17:53:39.139384,192.168.1.107,192.168.1.107,59986,950,TCP,48,S
2026-06-13 17:53:39.139826,192.168.1.107,192.168.1.107,950,59986,TCP,44,RA
2026-06-13 17:53:39.140204,192.168.1.107,192.168.1.107,59986,466,TCP,48,S
2026-06-13 17:53:39.140463,192.168.1.107,192.168.1.107,466,59986,TCP,44,RA
2026-06-13 17:53:39.140703,192.168.1.107,192.168.1.107,59986,205,TCP,48,S
2026-06-13 17:53:39.141047,192.168.1.107,192.168.1.107,205,59986,TCP,44,RA
2026-06-13 17:53:39.141336,192.168.1.107,192.168.1.107,59986,189,TCP,48,S
2026-06-13 17:53:39.141582,192.168.1.107,192.168.1.107,189,59986,TCP,44,RA
2026-06-13 17:53:39.141968,192.168.1.107,192.168.1.107,59986,49,TCP,48,S
2026-06-13 17:53:39.142549,192.168.1.107,192.168.1.107,49,59986,TCP,44,RA
2026-06-13 17:53:39.143075,192.168.1.107,192.168.1.107,59986,651,TCP,48,S
2026-06-13 17:53:39.143422,192.168.1.107,192.168.1.107,651,59986,TCP,44,RA
2026-06-13 17:53:39.143666,192.168.1.107,192.168.1.107,59986,224,TCP,48,S
2026-06-13 17:53:39.143907,192.168.1.107,192.168.1.107,224,59986,TCP,44,RA
2026-06-13 17:53:39.144137,192.168.1.107,192.168.1.107,59986,470,TCP,48,S
2026-06-13 17:53:39.144428,192.168.1.107,192.168.1.107,470,59986,TCP,44,RA
2026-06-13 17:53:39.144758,192.168.1.107,192.168.1.107,59986,505,TCP,48,S
2026-06-13 17:53:39.145006,192.168.1.107,192.168.1.107,505,59986,TCP,44,RA
2026-06-13 17:53:39.145330,192.168.1.107,192.168.1.107,59986,142,TCP,48,S
2026-06-13 17:53:39.145591,192.168.1.107,192.168.1.107,142,59986,TCP,44,RA
2026-06-13 17:53:39.145868,192.168.1.107,192.168.1.107,59986,828,TCP,48,S
2026-06-13 17:53:39.146245,192.168.1.107,192.168.1.107,828,59986,TCP,44,RA
2026-06-13 17:53:39.146509,192.168.1.107,192.168.1.107,59986,359,TCP,48,S
2026-06-13 17:53:39.146782,192.168.1.107,192.168.1.107,359,59986,TCP,44,RA
2026-06-13 17:53:39.147032,192.168.1.107,192.168.1.107,59986,121,TCP,48,S
2026-06-13 17:53:39.147307,192.168.1.107,192.168.1.107,121,59986,TCP,44,RA
2026-06-13 17:53:39.147545,192.168.1.107,192.168.1.107,59986,362,TCP,48,S
2026-06-13 17:53:39.147877,192.168.1.107,192.168.1.107,362,59986,TCP,44,RA
2026-06-13 17:53:39.148090,192.168.1.107,192.168.1.107,59986,518,TCP,48,S
2026-06-13 17:53:39.148291,192.168.1.107,192.168.1.107,518,59986,TCP,44,RA
2026-06-13 17:53:39.148500,192.168.1.107,192.168.1.107,59986,311,TCP,48,S
2026-06-13 17:53:39.148702,192.168.1.107,192.168.1.107,311,59986,TCP,44,RA
2026-06-13 17:53:39.148904,192.168.1.107,192.168.1.107,59986,472,TCP,48,S
2026-06-13 17:53:39.149139,192.168.1.107,192.168.1.107,472,59986,TCP,44,RA
2026-06-13 17:53:39.149409,192.168.1.107,192.168.1.107,59986,691,TCP,48,S
2026-06-13 17:53:39.149660,192.168.1.107,192.168.1.107,691,59986,TCP,44,RA
2026-06-13 17:53:39.149908,192.168.1.107,192.168.1.107,59986,54,TCP,48,S
2026-06-13 17:53:39.150174,192.168.1.107,192.168.1.107,54,59986,TCP,44,RA
2026-06-13 17:53:39.150567,192.168.1.107,192.168.1.107,59986,908,TCP,48,S
2026-06-13 17:53:39.150884,192.168.1.107,192.168.1.107,908,59986,TCP,44,RA
2026-06-13 17:53:39.151369,192.168.1.107,192.168.1.107,59986,306,TCP,48,S
2026-06-13 17:53:39.151933,192.168.1.107,192.168.1.107,306,59986,TCP,44,RA
2026-06-13 17:53:39.152580,192.168.1.107,192.168.1.107,59986,13,TCP,48,S
2026-06-13 17:53:39.153052,192.168.1.107,192.168.1.107,13,59986,TCP,44,RA
2026-06-13 17:53:39.153611,192.168.1.107,192.168.1.107,59986,338,TCP,48,S
2026-06-13 17:53:39.153985,192.168.1.107,192.168.1.107,338,59986,TCP,44,RA
2026-06-13 17:53:39.154479,192.168.1.107,192.168.1.107,59986,190,TCP,48,S
2026-06-13 17:53:39.155073,192.168.1.107,192.168.1.107,190,59986,TCP,44,RA
2026-06-13 17:53:39.155384,192.168.1.107,192.168.1.107,59986,775,TCP,48,S
2026-06-13 17:53:39.155702,192.168.1.107,192.168.1.107,775,59986,TCP,44,RA
2026-06-13 17:53:39.156259,192.168.1.107,192.168.1.107,59986,999,TCP,48,S
2026-06-13 17:53:39.157098,192.168.1.107,192.168.1.107,999,59986,TCP,44,RA
2026-06-13 17:53:39.157502,192.168.1.107,192.168.1.107,59986,674,TCP,48,S
2026-06-13 17:53:39.157799,192.168.1.107,192.168.1.107,674,59986,TCP,44,RA
2026-06-13 17:53:39.158073,192.168.1.107,192.168.1.107,59986,284,TCP,48,S
2026-06-13 17:53:39.159047,192.168.1.107,192.168.1.107,284,59986,TCP,44,RA
2026-06-13 17:53:39.159421,192.168.1.107,192.168.1.107,59986,265,TCP,48,S
2026-06-13 17:53:39.159709,192.168.1.107,192.168.1.107,265,59986,TCP,44,RA
2026-06-13 17:53:39.159971,192.168.1.107,192.168.1.107,59986,481,TCP,48,S
2026-06-13 17:53:39.160253,192.168.1.107,192.168.1.107,481,59986,TCP,44,RA
2026-06-13 17:53:39.160558,192.168.1.107,192.168.1.107,59986,717,TCP,48,S
2026-06-13 17:53:39.160769,192.168.1.107,192.168.1.107,717,59986,TCP,44,RA
2026-06-13 17:53:39.161028,192.168.1.107,192.168.1.107,59986,468,TCP,48,S
2026-06-13 17:53:39.161266,192.168.1.107,192.168.1.107,468,59986,TCP,44,RA
2026-06-13 17:53:39.161516,192.168.1.107,192.168.1.107,59986,682,TCP,48,S
2026-06-13 17:53:39.161768,192.168.1.107,192.168.1.107,682,59986,TCP,44,RA
2026-06-13 17:53:39.161993,192.168.1.107,192.168.1.107,59986,214,TCP,48,S
2026-06-13 17:53:39.162349,192.168.1.107,192.168.1.107,214,59986,TCP,44,RA
2026-06-13 17:53:39.162562,192.168.1.107,192.168.1.107,59986,819,TCP,48,S
2026-06-13 17:53:39.162758,192.168.1.107,192.168.1.107,819,59986,TCP,44,RA
2026-06-13 17:53:39.162948,192.168.1.107,192.168.1.107,59986,923,TCP,48,S
2026-06-13 17:53:39.163138,192.168.1.107,192.168.1.107,923,59986,TCP,44,RA
2026-06-13 17:53:39.163316,192.168.1.107,192.168.1.107,59986,447,TCP,48,S
2026-06-13 17:53:39.163488,192.168.1.107,192.168.1.107,447,59986,TCP,44,RA
2026-06-13 17:53:39.163666,192.168.1.107,192.168.1.107,59986,451,TCP,48,S
2026-06-13 17:53:39.164291,192.168.1.107,192.168.1.107,451,59986,TCP,44,RA
2026-06-13 17:53:39.164522,192.168.1.107,192.168.1.107,59986,892,TCP,48,S
2026-06-13 17:53:39.164738,192.168.1.107,192.168.1.107,892,59986,TCP,44,RA
2026-06-13 17:53:39.165002,192.168.1.107,192.168.1.107,59986,557,TCP,48,S
2026-06-13 17:53:39.165209,192.168.1.107,192.168.1.107,557,59986,TCP,44,RA
2026-06-13 17:53:39.165391,192.168.1.107,192.168.1.107,59986,946,TCP,48,S
2026-06-13 17:53:39.165615,192.168.1.107,192.168.1.107,946,59986,TCP,44,RA
2026-06-13 17:53:39.165837,192.168.1.107,192.168.1.107,59986,617,TCP,48,S
2026-06-13 17:53:39.166179,192.168.1.107,192.168.1.107,617,59986,TCP,44,RA
2026-06-13 17:53:39.166528,192.168.1.107,192.168.1.107,59986,416,TCP,48,S
2026-06-13 17:53:39.166795,192.168.1.107,192.168.1.107,416,59986,TCP,44,RA
2026-06-13 17:53:39.167011,192.168.1.107,192.168.1.107,59986,735,TCP,48,S
2026-06-13 17:53:39.167218,192.168.1.107,192.168.1.107,735,59986,TCP,44,RA
2026-06-13 17:53:39.167407,192.168.1.107,192.168.1.107,59986,73,TCP,48,S
2026-06-13 17:53:39.167589,192.168.1.107,192.168.1.107,73,59986,TCP,44,RA
2026-06-13 17:53:39.167773,192.168.1.107,192.168.1.107,59986,979,TCP,48,S
2026-06-13 17:53:39.167952,192.168.1.107,192.168.1.107,979,59986,TCP,44,RA
2026-06-13 17:53:39.168211,192.168.1.107,192.168.1.107,59986,796,TCP,48,S
2026-06-13 17:53:39.168503,192.168.1.107,192.168.1.107,796,59986,TCP,44,RA
2026-06-13 17:53:39.168710,192.168.1.107,192.168.1.107,59986,498,TCP,48,S
2026-06-13 17:53:39.168897,192.168.1.107,192.168.1.107,498,59986,TCP,44,RA
2026-06-13 17:53:39.169082,192.168.1.107,192.168.1.107,59986,441,TCP,48,S
2026-06-13 17:53:39.169265,192.168.1.107,192.168.1.107,441,59986,TCP,44,RA
2026-06-13 17:53:39.169444,192.168.1.107,192.168.1.107,59986,852,TCP,48,S
2026-06-13 17:53:39.169842,192.168.1.107,192.168.1.107,852,59986,TCP,44,RA
2026-06-13 17:53:39.170274,192.168.1.107,192.168.1.107,59986,960,TCP,48,S
2026-06-13 17:53:39.170494,192.168.1.107,192.168.1.107,960,59986,TCP,44,RA
2026-06-13 17:53:39.170730,192.168.1.107,192.168.1.107,59986,345,TCP,48,S
2026-06-13 17:53:39.171275,192.168.1.107,192.168.1.107,345,59986,TCP,44,RA
2026-06-13 17:53:39.171559,192.168.1.107,192.168.1.107,59986,354,TCP,48,S
2026-06-13 17:53:39.171782,192.168.1.107,192.168.1.107,354,59986,TCP,44,RA
2026-06-13 17:53:39.172019,192.168.1.107,192.168.1.107,59986,193,TCP,48,S
2026-06-13 17:53:39.172350,192.168.1.107,192.168.1.107,193,59986,TCP,44,RA
2026-06-13 17:53:39.172547,192.168.1.107,192.168.1.107,59986,163,TCP,48,S
2026-06-13 17:53:39.173078,192.168.1.107,192.168.1.107,163,59986,TCP,44,RA
2026-06-13 17:53:39.173368,192.168.1.107,192.168.1.107,59986,789,TCP,48,S
2026-06-13 17:53:39.173869,192.168.1.107,192.168.1.107,789,59986,TCP,44,RA
2026-06-13 17:53:39.174338,192.168.1.107,192.168.1.107,59986,658,TCP,48,S
2026-06-13 17:53:39.174740,192.168.1.107,192.168.1.107,658,59986,TCP,44,RA
2026-06-13 17:53:39.178376,192.168.1.107,192.168.1.107,59986,506,TCP,48,S
2026-06-13 17:53:39.178710,192.168.1.107,192.168.1.107,506,59986,TCP,44,RA
2026-06-13 17:53:39.178926,192.168.1.107,192.168.1.107,59986,342,TCP,48,S
2026-06-13 17:53:39.179105,192.168.1.107,192.168.1.107,342,59986,TCP,44,RA
2026-06-13 17:53:39.179293,192.168.1.107,192.168.1.107,59986,544,TCP,48,S
2026-06-13 17:53:39.179483,192.168.1.107,192.168.1.107,544,59986,TCP,44,RA
2026-06-13 17:53:39.179659,192.168.1.107,192.168.1.107,59986,583,TCP,48,S
2026-06-13 17:53:39.179824,192.168.1.107,192.168.1.107,583,59986,TCP,44,RA
2026-06-13 17:53:39.179989,192.168.1.107,192.168.1.107,59986,42,TCP,48,S
2026-06-13 17:53:39.180148,192.168.1.107,192.168.1.107,42,59986,TCP,44,RA
2026-06-13 17:53:39.180306,192.168.1.107,192.168.1.107,59986,29,TCP,48,S
2026-06-13 17:53:39.180701,192.168.1.107,192.168.1.107,29,59986,TCP,44,RA
2026-06-13 17:53:39.180890,192.168.1.107,192.168.1.107,59986,2,TCP,48,S
2026-06-13 17:53:39.181060,192.168.1.107,192.168.1.107,2,59986,TCP,44,RA
2026-06-13 17:53:39.181222,192.168.1.107,192.168.1.107,59986,746,TCP,48,S
2026-06-13 17:53:39.181383,192.168.1.107,192.168.1.107,746,59986,TCP,44,RA
2026-06-13 17:53:39.181544,192.168.1.107,192.168.1.107,59986,181,TCP,48,S
2026-06-13 17:53:39.181707,192.168.1.107,192.168.1.107,181,59986,TCP,44,RA
2026-06-13 17:53:39.181870,192.168.1.107,192.168.1.107,59986,456,TCP,48,S
2026-06-13 17:53:39.182029,192.168.1.107,192.168.1.107,456,59986,TCP,44,RA
2026-06-13 17:53:39.182186,192.168.1.107,192.168.1.107,59986,293,TCP,48,S
2026-06-13 17:53:39.182342,192.168.1.107,192.168.1.107,293,59986,TCP,44,RA
2026-06-13 17:53:39.182500,192.168.1.107,192.168.1.107,59986,157,TCP,48,S
2026-06-13 17:53:39.182663,192.168.1.107,192.168.1.107,157,59986,TCP,44,RA
2026-06-13 17:53:39.182893,192.168.1.107,192.168.1.107,59986,900,TCP,48,S
2026-06-13 17:53:39.183211,192.168.1.107,192.168.1.107,900,59986,TCP,44,RA
2026-06-13 17:53:39.183616,192.168.1.107,192.168.1.107,59986,839,TCP,48,S
2026-06-13 17:53:39.183949,192.168.1.107,192.168.1.107,839,59986,TCP,44,RA
2026-06-13 17:53:39.184207,192.168.1.107,192.168.1.107,59986,825,TCP,48,S
2026-06-13 17:53:39.184421,192.168.1.107,192.168.1.107,825,59986,TCP,44,RA
2026-06-13 17:53:39.184615,192.168.1.107,192.168.1.107,59986,186,TCP,48,S
2026-06-13 17:53:39.184859,192.168.1.107,192.168.1.107,186,59986,TCP,44,RA
2026-06-13 17:53:39.185098,192.168.1.107,192.168.1.107,59986,38,TCP,48,S
2026-06-13 17:53:39.185264,192.168.1.107,192.168.1.107,38,59986,TCP,44,RA
2026-06-13 17:53:39.185425,192.168.1.107,192.168.1.107,59986,433,TCP,48,S
2026-06-13 17:53:39.185624,192.168.1.107,192.168.1.107,433,59986,TCP,44,RA
2026-06-13 17:53:39.185818,192.168.1.107,192.168.1.107,59986,977,TCP,48,S
2026-06-13 17:53:39.185989,192.168.1.107,192.168.1.107,977,59986,TCP,44,RA
2026-06-13 17:53:39.186160,192.168.1.107,192.168.1.107,59986,250,TCP,48,S
2026-06-13 17:53:39.186602,192.168.1.107,192.168.1.107,250,59986,TCP,44,RA
2026-06-13 17:53:39.186771,192.168.1.107,192.168.1.107,59986,92,TCP,48,S
2026-06-13 17:53:39.186928,192.168.1.107,192.168.1.107,92,59986,TCP,44,RA
2026-06-13 17:53:39.187090,192.168.1.107,192.168.1.107,59986,4,TCP,48,S
2026-06-13 17:53:39.187243,192.168.1.107,192.168.1.107,4,59986,TCP,44,RA
2026-06-13 17:53:39.187397,192.168.1.107,192.168.1.107,59986,30,TCP,48,S
2026-06-13 17:53:39.187553,192.168.1.107,192.168.1.107,30,59986,TCP,44,RA
2026-06-13 17:53:39.187710,192.168.1.107,192.168.1.107,59986,461,TCP,48,S
2026-06-13 17:53:39.187867,192.168.1.107,192.168.1.107,461,59986,TCP,44,RA
2026-06-13 17:53:39.188048,192.168.1.107,192.168.1.107,59986,584,TCP,48,S
2026-06-13 17:53:39.188290,192.168.1.107,192.168.1.107,584,59986,TCP,44,RA
2026-06-13 17:53:39.188965,192.168.1.107,192.168.1.107,59986,793,TCP,48,S
2026-06-13 17:53:39.189380,192.168.1.107,192.168.1.107,793,59986,TCP,44,RA
2026-06-13 17:53:39.189652,192.168.1.107,192.168.1.107,59986,567,TCP,48,S
2026-06-13 17:53:39.189855,192.168.1.107,192.168.1.107,567,59986,TCP,44,RA
2026-06-13 17:53:39.190022,192.168.1.107,192.168.1.107,59986,857,TCP,48,S
2026-06-13 17:53:39.190195,192.168.1.107,192.168.1.107,857,59986,TCP,44,RA
2026-06-13 17:53:39.190412,192.168.1.107,192.168.1.107,59986,577,TCP,48,S
2026-06-13 17:53:39.190595,192.168.1.107,192.168.1.107,577,59986,TCP,44,RA
2026-06-13 17:53:39.190987,192.168.1.107,192.168.1.107,59986,493,TCP,48,S
2026-06-13 17:53:39.191200,192.168.1.107,192.168.1.107,493,59986,TCP,44,RA
2026-06-13 17:53:39.191380,192.168.1.107,192.168.1.107,59986,315,TCP,48,S
2026-06-13 17:53:39.191554,192.168.1.107,192.168.1.107,315,59986,TCP,44,RA
2026-06-13 17:53:39.191721,192.168.1.107,192.168.1.107,59986,48,TCP,48,S
2026-06-13 17:53:39.191882,192.168.1.107,192.168.1.107,48,59986,TCP,44,RA
2026-06-13 17:53:39.192043,192.168.1.107,192.168.1.107,59986,476,TCP,48,S
2026-06-13 17:53:39.192203,192.168.1.107,192.168.1.107,476,59986,TCP,44,RA
2026-06-13 17:53:39.192360,192.168.1.107,192.168.1.107,59986,27,TCP,48,S
2026-06-13 17:53:39.192523,192.168.1.107,192.168.1.107,27,59986,TCP,44,RA
2026-06-13 17:53:39.192682,192.168.1.107,192.168.1.107,59986,90,TCP,48,S
2026-06-13 17:53:39.192842,192.168.1.107,192.168.1.107,90,59986,TCP,44,RA
2026-06-13 17:53:39.193099,192.168.1.107,192.168.1.107,59986,913,TCP,48,S
2026-06-13 17:53:39.193453,192.168.1.107,192.168.1.107,913,59986,TCP,44,RA
2026-06-13 17:53:39.193673,192.168.1.107,192.168.1.107,59986,382,TCP,48,S
