Timestamp,Source_IP,Destination_IP,Source_Port,Destination_Port,Protocol,Packet_Length,TCP_Flags
2026-06-18 18:33:12.894367,192.168.1.107,192.168.1.107,954,38634,TCP,44,RA
2026-06-18 18:33:12.894983,192.168.1.107,192.168.1.107,38634,211,TCP,48,S
2026-06-18 18:33:12.895783,192.168.1.107,192.168.1.107,211,38634,TCP,44,RA
2026-06-18 18:33:12.896493,192.168.1.107,192.168.1.107,38634,529,TCP,48,S
2026-06-18 18:33:12.897358,192.168.1.107,192.168.1.107,529,38634,TCP,44,RA
2026-06-18 18:33:12.902253,192.168.1.107,192.168.1.107,38634,75,TCP,48,S
2026-06-18 18:33:12.903798,192.168.1.107,192.168.1.107,75,38634,TCP,44,RA
2026-06-18 18:33:12.905714,192.168.1.107,192.168.1.107,38634,550,TCP,48,S
2026-06-18 18:33:12.906720,192.168.1.107,192.168.1.107,550,38634,TCP,44,RA
2026-06-18 18:33:12.907722,192.168.1.107,192.168.1.107,38634,281,TCP,48,S
2026-06-18 18:33:12.908489,192.168.1.107,192.168.1.107,281,38634,TCP,44,RA
2026-06-18 18:33:12.909403,192.168.1.107,192.168.1.107,38634,926,TCP,48,S
2026-06-18 18:33:12.910703,192.168.1.107,192.168.1.107,926,38634,TCP,44,RA
2026-06-18 18:33:12.912048,192.168.1.107,192.168.1.107,38634,597,TCP,48,S
2026-06-18 18:33:12.913484,192.168.1.107,192.168.1.107,597,38634,TCP,44,RA
2026-06-18 18:33:12.914895,192.168.1.107,192.168.1.107,38634,180,TCP,48,S
2026-06-18 18:33:12.916187,192.168.1.107,192.168.1.107,180,38634,TCP,44,RA
2026-06-18 18:33:12.917191,192.168.1.107,192.168.1.107,38634,645,TCP,48,S
2026-06-18 18:33:12.918740,192.168.1.107,192.168.1.107,645,38634,TCP,44,RA
2026-06-18 18:33:12.920149,192.168.1.107,192.168.1.107,38634,212,TCP,48,S
2026-06-18 18:33:12.921252,192.168.1.107,192.168.1.107,212,38634,TCP,44,RA
2026-06-18 18:33:12.922196,192.168.1.107,192.168.1.107,38634,186,TCP,48,S
2026-06-18 18:33:12.923435,192.168.1.107,192.168.1.107,186,38634,TCP,44,RA
2026-06-18 18:33:12.924628,192.168.1.107,192.168.1.107,38634,944,TCP,48,S
2026-06-18 18:33:12.925896,192.168.1.107,192.168.1.107,944,38634,TCP,44,RA
2026-06-18 18:33:12.928743,192.168.1.107,192.168.1.107,38634,973,TCP,48,S
2026-06-18 18:33:12.930616,192.168.1.107,192.168.1.107,973,38634,TCP,44,RA
2026-06-18 18:33:12.931982,192.168.1.107,192.168.1.107,38634,784,TCP,48,S
2026-06-18 18:33:12.932834,192.168.1.107,192.168.1.107,784,38634,TCP,44,RA
2026-06-18 18:33:12.933940,192.168.1.107,192.168.1.107,38634,839,TCP,48,S
2026-06-18 18:33:12.935496,192.168.1.107,192.168.1.107,839,38634,TCP,44,RA
2026-06-18 18:33:12.937104,192.168.1.107,192.168.1.107,38634,994,TCP,48,S
2026-06-18 18:33:12.941052,192.168.1.107,192.168.1.107,994,38634,TCP,44,RA
2026-06-18 18:33:12.942316,192.168.1.107,192.168.1.107,38634,729,TCP,48,S
2026-06-18 18:33:12.943536,192.168.1.107,192.168.1.107,729,38634,TCP,44,RA
2026-06-18 18:33:12.946073,192.168.1.107,192.168.1.107,38634,154,TCP,48,S
2026-06-18 18:33:12.947350,192.168.1.107,192.168.1.107,154,38634,TCP,44,RA
2026-06-18 18:33:12.948145,192.168.1.107,192.168.1.107,38634,989,TCP,48,S
2026-06-18 18:33:12.949514,192.168.1.107,192.168.1.107,989,38634,TCP,44,RA
2026-06-18 18:33:12.952872,192.168.1.107,192.168.1.107,38634,890,TCP,48,S
2026-06-18 18:33:12.955048,192.168.1.107,192.168.1.107,890,38634,TCP,44,RA
2026-06-18 18:33:12.956468,192.168.1.107,192.168.1.107,38634,621,TCP,48,S
2026-06-18 18:33:12.957376,192.168.1.107,192.168.1.107,621,38634,TCP,44,RA
2026-06-18 18:33:12.958497,192.168.1.107,192.168.1.107,38634,744,TCP,48,S
2026-06-18 18:33:12.959869,192.168.1.107,192.168.1.107,744,38634,TCP,44,RA
2026-06-18 18:33:12.961297,192.168.1.107,192.168.1.107,38634,391,TCP,48,S
2026-06-18 18:33:12.962207,192.168.1.107,192.168.1.107,391,38634,TCP,44,RA
2026-06-18 18:33:12.963369,192.168.1.107,192.168.1.107,38634,19,TCP,48,S
2026-06-18 18:33:12.964517,192.168.1.107,192.168.1.107,19,38634,TCP,44,RA
2026-06-18 18:33:12.965308,192.168.1.107,192.168.1.107,38634,336,TCP,48,S
2026-06-18 18:33:12.966187,192.168.1.107,192.168.1.107,336,38634,TCP,44,RA
2026-06-18 18:33:12.967023,192.168.1.107,192.168.1.107,38634,799,TCP,48,S
2026-06-18 18:33:12.967906,192.168.1.107,192.168.1.107,799,38634,TCP,44,RA
2026-06-18 18:33:12.969628,192.168.1.107,192.168.1.107,38634,966,TCP,48,S
2026-06-18 18:33:12.970742,192.168.1.107,192.168.1.107,966,38634,TCP,44,RA
2026-06-18 18:33:12.971452,192.168.1.107,192.168.1.107,38634,670,TCP,48,S
2026-06-18 18:33:12.972465,192.168.1.107,192.168.1.107,670,38634,TCP,44,RA
2026-06-18 18:33:12.973420,192.168.1.107,192.168.1.107,38634,496,TCP,48,S
2026-06-18 18:33:12.974279,192.168.1.107,192.168.1.107,496,38634,TCP,44,RA
2026-06-18 18:33:12.974620,192.168.1.107,192.168.1.107,38634,166,TCP,48,S
2026-06-18 18:33:12.974810,192.168.1.107,192.168.1.107,166,38634,TCP,44,RA
2026-06-18 18:33:12.975067,192.168.1.107,192.168.1.107,38634,677,TCP,48,S
2026-06-18 18:33:12.975350,192.168.1.107,192.168.1.107,677,38634,TCP,44,RA
2026-06-18 18:33:12.975626,192.168.1.107,192.168.1.107,38634,688,TCP,48,S
2026-06-18 18:33:12.975923,192.168.1.107,192.168.1.107,688,38634,TCP,44,RA
2026-06-18 18:33:12.976134,192.168.1.107,192.168.1.107,38634,97,TCP,48,S
2026-06-18 18:33:12.976343,192.168.1.107,192.168.1.107,97,38634,TCP,44,RA
2026-06-18 18:33:12.976816,192.168.1.107,192.168.1.107,38634,779,TCP,48,S
2026-06-18 18:33:12.977356,192.168.1.107,192.168.1.107,779,38634,TCP,44,RA
2026-06-18 18:33:12.978026,192.168.1.107,192.168.1.107,38634,172,TCP,48,S
2026-06-18 18:33:12.979653,192.168.1.107,192.168.1.107,172,38634,TCP,44,RA
2026-06-18 18:33:12.980648,192.168.1.107,192.168.1.107,38634,390,TCP,48,S
2026-06-18 18:33:12.981271,192.168.1.107,192.168.1.107,390,38634,TCP,44,RA
2026-06-18 18:33:12.982119,192.168.1.107,192.168.1.107,38634,413,TCP,48,S
2026-06-18 18:33:12.982662,192.168.1.107,192.168.1.107,413,38634,TCP,44,RA
2026-06-18 18:33:12.983003,192.168.1.107,192.168.1.107,38634,237,TCP,48,S
2026-06-18 18:33:12.983309,192.168.1.107,192.168.1.107,237,38634,TCP,44,RA
2026-06-18 18:33:12.983653,192.168.1.107,192.168.1.107,38634,770,TCP,48,S
2026-06-18 18:33:12.984020,192.168.1.107,192.168.1.107,770,38634,TCP,44,RA
2026-06-18 18:33:12.984468,192.168.1.107,192.168.1.107,38634,303,TCP,48,S
2026-06-18 18:33:12.984752,192.168.1.107,192.168.1.107,303,38634,TCP,44,RA
2026-06-18 18:33:12.985021,192.168.1.107,192.168.1.107,38634,91,TCP,48,S
2026-06-18 18:33:12.985291,192.168.1.107,192.168.1.107,91,38634,TCP,44,RA
2026-06-18 18:33:12.985564,192.168.1.107,192.168.1.107,38634,116,TCP,48,S
2026-06-18 18:33:12.986121,192.168.1.107,192.168.1.107,116,38634,TCP,44,RA
2026-06-18 18:33:12.986678,192.168.1.107,192.168.1.107,38634,620,TCP,48,S
2026-06-18 18:33:12.987301,192.168.1.107,192.168.1.107,620,38634,TCP,44,RA
2026-06-18 18:33:12.987823,192.168.1.107,192.168.1.107,38634,935,TCP,48,S
2026-06-18 18:33:12.988115,192.168.1.107,192.168.1.107,935,38634,TCP,44,RA
2026-06-18 18:33:12.988421,192.168.1.107,192.168.1.107,38634,145,TCP,48,S
2026-06-18 18:33:12.988736,192.168.1.107,192.168.1.107,145,38634,TCP,44,RA
2026-06-18 18:33:12.988971,192.168.1.107,192.168.1.107,38634,301,TCP,48,S
2026-06-18 18:33:12.989173,192.168.1.107,192.168.1.107,301,38634,TCP,44,RA
2026-06-18 18:33:12.989457,192.168.1.107,192.168.1.107,38634,395,TCP,48,S
2026-06-18 18:33:12.989645,192.168.1.107,192.168.1.107,395,38634,TCP,44,RA
2026-06-18 18:33:12.989808,192.168.1.107,192.168.1.107,38634,833,TCP,48,S
2026-06-18 18:33:12.989988,192.168.1.107,192.168.1.107,833,38634,TCP,44,RA
2026-06-18 18:33:12.990173,192.168.1.107,192.168.1.107,38634,849,TCP,48,S
2026-06-18 18:33:12.990357,192.168.1.107,192.168.1.107,849,38634,TCP,44,RA
2026-06-18 18:33:12.990546,192.168.1.107,192.168.1.107,38634,280,TCP,48,S
2026-06-18 18:33:12.990723,192.168.1.107,192.168.1.107,280,38634,TCP,44,RA
2026-06-18 18:33:12.990876,192.168.1.107,192.168.1.107,38634,286,TCP,48,S
2026-06-18 18:33:12.991062,192.168.1.107,192.168.1.107,286,38634,TCP,44,RA
2026-06-18 18:33:12.991215,192.168.1.107,192.168.1.107,38634,227,TCP,48,S
2026-06-18 18:33:12.991363,192.168.1.107,192.168.1.107,227,38634,TCP,44,RA
2026-06-18 18:33:12.991568,192.168.1.107,192.168.1.107,38634,937,TCP,48,S
2026-06-18 18:33:12.992197,192.168.1.107,192.168.1.107,937,38634,TCP,44,RA
2026-06-18 18:33:12.992721,192.168.1.107,192.168.1.107,38634,731,TCP,48,S
2026-06-18 18:33:12.993001,192.168.1.107,192.168.1.107,731,38634,TCP,44,RA
2026-06-18 18:33:12.993212,192.168.1.107,192.168.1.107,38634,692,TCP,48,S
2026-06-18 18:33:12.993424,192.168.1.107,192.168.1.107,692,38634,TCP,44,RA
2026-06-18 18:33:12.993644,192.168.1.107,192.168.1.107,38634,725,TCP,48,S
2026-06-18 18:33:12.994186,192.168.1.107,192.168.1.107,725,38634,TCP,44,RA
2026-06-18 18:33:12.994819,192.168.1.107,192.168.1.107,38634,831,TCP,48,S
2026-06-18 18:33:12.995710,192.168.1.107,192.168.1.107,831,38634,TCP,44,RA
2026-06-18 18:33:12.996501,192.168.1.107,192.168.1.107,38634,337,TCP,48,S
2026-06-18 18:33:12.997024,192.168.1.107,192.168.1.107,337,38634,TCP,44,RA
2026-06-18 18:33:12.997711,192.168.1.107,192.168.1.107,38634,651,TCP,48,S
2026-06-18 18:33:12.998237,192.168.1.107,192.168.1.107,651,38634,TCP,44,RA
2026-06-18 18:33:12.999356,192.168.1.107,192.168.1.107,38634,576,TCP,48,S
2026-06-18 18:33:12.999720,192.168.1.107,192.168.1.107,576,38634,TCP,44,RA
2026-06-18 18:33:13.000259,192.168.1.107,192.168.1.107,38634,444,TCP,48,S
2026-06-18 18:33:13.000813,192.168.1.107,192.168.1.107,444,38634,TCP,44,RA
2026-06-18 18:33:13.001383,192.168.1.107,192.168.1.107,38634,298,TCP,48,S
2026-06-18 18:33:13.001981,192.168.1.107,192.168.1.107,298,38634,TCP,44,RA
2026-06-18 18:33:13.002790,192.168.1.107,192.168.1.107,38634,173,TCP,48,S
2026-06-18 18:33:13.003381,192.168.1.107,192.168.1.107,173,38634,TCP,44,RA
2026-06-18 18:33:13.003654,192.168.1.107,192.168.1.107,38634,823,TCP,48,S
2026-06-18 18:33:13.004483,192.168.1.107,192.168.1.107,823,38634,TCP,44,RA
2026-06-18 18:33:13.005832,192.168.1.107,192.168.1.107,38634,448,TCP,48,S
2026-06-18 18:33:13.006186,192.168.1.107,192.168.1.107,448,38634,TCP,44,RA
2026-06-18 18:33:13.006484,192.168.1.107,192.168.1.107,38634,842,TCP,48,S
2026-06-18 18:33:13.006735,192.168.1.107,192.168.1.107,842,38634,TCP,44,RA
2026-06-18 18:33:13.006997,192.168.1.107,192.168.1.107,38634,381,TCP,48,S
2026-06-18 18:33:13.007230,192.168.1.107,192.168.1.107,381,38634,TCP,44,RA
2026-06-18 18:33:13.007447,192.168.1.107,192.168.1.107,38634,996,TCP,48,S
2026-06-18 18:33:13.007800,192.168.1.107,192.168.1.107,996,38634,TCP,44,RA
2026-06-18 18:33:13.008060,192.168.1.107,192.168.1.107,38634,396,TCP,48,S
2026-06-18 18:33:13.008246,192.168.1.107,192.168.1.107,396,38634,TCP,44,RA
2026-06-18 18:33:13.008559,192.168.1.107,192.168.1.107,38634,901,TCP,48,S
2026-06-18 18:33:13.008844,192.168.1.107,192.168.1.107,901,38634,TCP,44,RA
2026-06-18 18:33:13.009054,192.168.1.107,192.168.1.107,38634,328,TCP,48,S
2026-06-18 18:33:13.009258,192.168.1.107,192.168.1.107,328,38634,TCP,44,RA
2026-06-18 18:33:13.009536,192.168.1.107,192.168.1.107,38634,541,TCP,48,S
2026-06-18 18:33:13.009833,192.168.1.107,192.168.1.107,541,38634,TCP,44,RA
2026-06-18 18:33:13.010182,192.168.1.107,192.168.1.107,38634,171,TCP,48,S
2026-06-18 18:33:13.010420,192.168.1.107,192.168.1.107,171,38634,TCP,44,RA
2026-06-18 18:33:13.010655,192.168.1.107,192.168.1.107,38634,919,TCP,48,S
2026-06-18 18:33:13.010845,192.168.1.107,192.168.1.107,919,38634,TCP,44,RA
2026-06-18 18:33:13.010999,192.168.1.107,192.168.1.107,38634,295,TCP,48,S
2026-06-18 18:33:13.011196,192.168.1.107,192.168.1.107,295,38634,TCP,44,RA
2026-06-18 18:33:13.011525,192.168.1.107,192.168.1.107,38634,585,TCP,48,S
2026-06-18 18:33:13.011971,192.168.1.107,192.168.1.107,585,38634,TCP,44,RA
2026-06-18 18:33:13.012561,192.168.1.107,192.168.1.107,38634,569,TCP,48,S
2026-06-18 18:33:13.012891,192.168.1.107,192.168.1.107,569,38634,TCP,44,RA
2026-06-18 18:33:13.013092,192.168.1.107,192.168.1.107,38634,274,TCP,48,S
2026-06-18 18:33:13.013564,192.168.1.107,192.168.1.107,274,38634,TCP,44,RA
2026-06-18 18:33:13.013789,192.168.1.107,192.168.1.107,38634,881,TCP,48,S
2026-06-18 18:33:13.013963,192.168.1.107,192.168.1.107,881,38634,TCP,44,RA
2026-06-18 18:33:13.014239,192.168.1.107,192.168.1.107,38634,547,TCP,48,S
2026-06-18 18:33:13.014554,192.168.1.107,192.168.1.107,547,38634,TCP,44,RA
2026-06-18 18:33:13.014819,192.168.1.107,192.168.1.107,38634,708,TCP,48,S
2026-06-18 18:33:13.015001,192.168.1.107,192.168.1.107,708,38634,TCP,44,RA
2026-06-18 18:33:13.015147,192.168.1.107,192.168.1.107,38634,220,TCP,48,S
2026-06-18 18:33:13.015477,192.168.1.107,192.168.1.107,220,38634,TCP,44,RA
2026-06-18 18:33:13.016263,192.168.1.107,192.168.1.107,38634,46,TCP,48,S
2026-06-18 18:33:13.016670,192.168.1.107,192.168.1.107,46,38634,TCP,44,RA
2026-06-18 18:33:13.017073,192.168.1.107,192.168.1.107,38634,986,TCP,48,S
2026-06-18 18:33:13.017775,192.168.1.107,192.168.1.107,986,38634,TCP,44,RA
2026-06-18 18:33:13.018228,192.168.1.107,192.168.1.107,38634,48,TCP,48,S
2026-06-18 18:33:13.018735,192.168.1.107,192.168.1.107,48,38634,TCP,44,RA
2026-06-18 18:33:13.019219,192.168.1.107,192.168.1.107,38634,978,TCP,48,S
2026-06-18 18:33:13.019863,192.168.1.107,192.168.1.107,978,38634,TCP,44,RA
2026-06-18 18:33:13.020127,192.168.1.107,192.168.1.107,38634,250,TCP,48,S
2026-06-18 18:33:13.021080,192.168.1.107,192.168.1.107,250,38634,TCP,44,RA
2026-06-18 18:33:13.021851,192.168.1.107,192.168.1.107,38634,812,TCP,48,S
2026-06-18 18:33:13.022430,192.168.1.107,192.168.1.107,812,38634,TCP,44,RA
2026-06-18 18:33:13.022980,192.168.1.107,192.168.1.107,38634,243,TCP,48,S
2026-06-18 18:33:13.023477,192.168.1.107,192.168.1.107,243,38634,TCP,44,RA
2026-06-18 18:33:13.024079,192.168.1.107,192.168.1.107,38634,765,TCP,48,S
2026-06-18 18:33:13.024385,192.168.1.107,192.168.1.107,765,38634,TCP,44,RA
2026-06-18 18:33:13.024792,192.168.1.107,192.168.1.107,38634,783,TCP,48,S
2026-06-18 18:33:13.025379,192.168.1.107,192.168.1.107,783,38634,TCP,44,RA
2026-06-18 18:33:13.025817,192.168.1.107,192.168.1.107,38634,207,TCP,48,S
2026-06-18 18:33:13.026213,192.168.1.107,192.168.1.107,207,38634,TCP,44,RA
2026-06-18 18:33:13.026437,192.168.1.107,192.168.1.107,38634,272,TCP,48,S
2026-06-18 18:33:13.027131,192.168.1.107,192.168.1.107,272,38634,TCP,44,RA
2026-06-18 18:33:13.027857,192.168.1.107,192.168.1.107,38634,813,TCP,48,S
2026-06-18 18:33:13.029422,192.168.1.107,192.168.1.107,813,38634,TCP,44,RA
2026-06-18 18:33:13.030078,192.168.1.107,192.168.1.107,38634,654,TCP,48,S
2026-06-18 18:33:13.030898,192.168.1.107,192.168.1.107,654,38634,TCP,44,RA
2026-06-18 18:33:13.031697,192.168.1.107,192.168.1.107,38634,588,TCP,48,S
2026-06-18 18:33:13.032126,192.168.1.107,192.168.1.107,588,38634,TCP,44,RA
2026-06-18 18:33:13.032416,192.168.1.107,192.168.1.107,38634,158,TCP,48,S
2026-06-18 18:33:13.032858,192.168.1.107,192.168.1.107,158,38634,TCP,44,RA
2026-06-18 18:33:13.033031,192.168.1.107,192.168.1.107,38634,361,TCP,48,S
2026-06-18 18:33:13.033251,192.168.1.107,192.168.1.107,361,38634,TCP,44,RA
2026-06-18 18:33:13.033434,192.168.1.107,192.168.1.107,38634,363,TCP,48,S
2026-06-18 18:33:13.033653,192.168.1.107,192.168.1.107,363,38634,TCP,44,RA
2026-06-18 18:33:13.034010,192.168.1.107,192.168.1.107,38634,278,TCP,48,S
2026-06-18 18:33:13.034262,192.168.1.107,192.168.1.107,278,38634,TCP,44,RA
2026-06-18 18:33:13.034761,192.168.1.107,192.168.1.107,38634,545,TCP,48,S
2026-06-18 18:33:13.035221,192.168.1.107,192.168.1.107,545,38634,TCP,44,RA
2026-06-18 18:33:13.035525,192.168.1.107,192.168.1.107,38634,907,TCP,48,S
2026-06-18 18:33:13.035934,192.168.1.107,192.168.1.107,907,38634,TCP,44,RA
2026-06-18 18:33:13.036290,192.168.1.107,192.168.1.107,38634,44,TCP,48,S
2026-06-18 18:33:13.036860,192.168.1.107,192.168.1.107,44,38634,TCP,44,RA
2026-06-18 18:33:13.037461,192.168.1.107,192.168.1.107,38634,137,TCP,48,S
2026-06-18 18:33:13.037864,192.168.1.107,192.168.1.107,137,38634,TCP,44,RA
2026-06-18 18:33:13.038243,192.168.1.107,192.168.1.107,38634,767,TCP,48,S
2026-06-18 18:33:13.038985,192.168.1.107,192.168.1.107,767,38634,TCP,44,RA
2026-06-18 18:33:13.039415,192.168.1.107,192.168.1.107,38634,583,TCP,48,S
2026-06-18 18:33:13.040211,192.168.1.107,192.168.1.107,583,38634,TCP,44,RA
2026-06-18 18:33:13.040766,192.168.1.107,192.168.1.107,38634,539,TCP,48,S
2026-06-18 18:33:13.041013,192.168.1.107,192.168.1.107,539,38634,TCP,44,RA
2026-06-18 18:33:13.041276,192.168.1.107,192.168.1.107,38634,506,TCP,48,S
2026-06-18 18:33:13.041538,192.168.1.107,192.168.1.107,506,38634,TCP,44,RA
2026-06-18 18:33:13.041773,192.168.1.107,192.168.1.107,38634,88,TCP,48,S
2026-06-18 18:33:13.041964,192.168.1.107,192.168.1.107,88,38634,TCP,44,RA
2026-06-18 18:33:13.042240,192.168.1.107,192.168.1.107,38634,560,TCP,48,S
2026-06-18 18:33:13.042433,192.168.1.107,192.168.1.107,560,38634,TCP,44,RA
2026-06-18 18:33:13.042687,192.168.1.107,192.168.1.107,38634,71,TCP,48,S
2026-06-18 18:33:13.042873,192.168.1.107,192.168.1.107,71,38634,TCP,44,RA
2026-06-18 18:33:13.043092,192.168.1.107,192.168.1.107,38634,643,TCP,48,S
2026-06-18 18:33:13.043265,192.168.1.107,192.168.1.107,643,38634,TCP,44,RA
2026-06-18 18:33:13.043569,192.168.1.107,192.168.1.107,38634,128,TCP,48,S
2026-06-18 18:33:13.044210,192.168.1.107,192.168.1.107,128,38634,TCP,44,RA
2026-06-18 18:33:13.045084,192.168.1.107,192.168.1.107,38634,843,TCP,48,S
2026-06-18 18:33:13.045756,192.168.1.107,192.168.1.107,843,38634,TCP,44,RA
2026-06-18 18:33:13.046110,192.168.1.107,192.168.1.107,38634,991,TCP,48,S
2026-06-18 18:33:13.046470,192.168.1.107,192.168.1.107,991,38634,TCP,44,RA
2026-06-18 18:33:13.046729,192.168.1.107,192.168.1.107,38634,674,TCP,48,S
2026-06-18 18:33:13.047102,192.168.1.107,192.168.1.107,674,38634,TCP,44,RA
2026-06-18 18:33:13.047404,192.168.1.107,192.168.1.107,38634,153,TCP,48,S
2026-06-18 18:33:13.047864,192.168.1.107,192.168.1.107,153,38634,TCP,44,RA
2026-06-18 18:33:13.048050,192.168.1.107,192.168.1.107,38634,305,TCP,48,S
2026-06-18 18:33:13.048237,192.168.1.107,192.168.1.107,305,38634,TCP,44,RA
2026-06-18 18:33:13.048401,192.168.1.107,192.168.1.107,38634,965,TCP,48,S
2026-06-18 18:33:13.048549,192.168.1.107,192.168.1.107,965,38634,TCP,44,RA
2026-06-18 18:33:13.048843,192.168.1.107,192.168.1.107,38634,622,TCP,48,S
2026-06-18 18:33:13.049011,192.168.1.107,192.168.1.107,622,38634,TCP,44,RA
2026-06-18 18:33:13.049157,192.168.1.107,192.168.1.107,38634,459,TCP,48,S
2026-06-18 18:33:13.049333,192.168.1.107,192.168.1.107,459,38634,TCP,44,RA
2026-06-18 18:33:13.049512,192.168.1.107,192.168.1.107,38634,615,TCP,48,S
